"COU","Country","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FIN","Finland","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2012","2012","USD_KG","US dollars per kilogram","0","Units","2015","2015",4.795898,,
"FIN","Finland","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2013","2013","USD_KG","US dollars per kilogram","0","Units","2015","2015",4.676301,,
"FIN","Finland","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2014","2014","USD_KG","US dollars per kilogram","0","Units","2015","2015",5.068804,,
"FIN","Finland","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2015","2015","USD_KG","US dollars per kilogram","0","Units","2015","2015",5.498214,,
"FIN","Finland","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2016","2016","USD_KG","US dollars per kilogram","0","Units","2015","2015",5.302987,,
"FIN","Finland","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2017","2017","USD_KG","US dollars per kilogram","0","Units","2015","2015",5.825222,,
"FIN","Finland","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2018","2018","USD_KG","US dollars per kilogram","0","Units","2015","2015",5.691242,,
"FIN","Finland","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2019","2019","USD_KG","US dollars per kilogram","0","Units","2015","2015",6.317637,,
"FIN","Finland","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2020","2020","USD_KG","US dollars per kilogram","0","Units","2015","2015",6.904263,,
"FIN","Finland","GPAT_DE_AT","Development of environment-related technologies, % all technologies","1990","1990","PC","Percentage","0","Units",,,6.86,,
"FIN","Finland","GPAT_DE_AT","Development of environment-related technologies, % all technologies","1995","1995","PC","Percentage","0","Units",,,6.75,,
"FIN","Finland","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2000","2000","PC","Percentage","0","Units",,,4.82,,
"FIN","Finland","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2005","2005","PC","Percentage","0","Units",,,8.69,,
"FIN","Finland","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2010","2010","PC","Percentage","0","Units",,,15.1,,
"FIN","Finland","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2011","2011","PC","Percentage","0","Units",,,16.37,,
"FIN","Finland","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2012","2012","PC","Percentage","0","Units",,,15.46,,
"FIN","Finland","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2013","2013","PC","Percentage","0","Units",,,13.84,,
"FIN","Finland","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2014","2014","PC","Percentage","0","Units",,,14.74,,
"FIN","Finland","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2015","2015","PC","Percentage","0","Units",,,13.15,,
"FIN","Finland","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2016","2016","PC","Percentage","0","Units",,,13.09,,
"FIN","Finland","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2017","2017","PC","Percentage","0","Units",,,12.64,,
"FIN","Finland","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2018","2018","PC","Percentage","0","Units",,,12.52,,
"FRA","France","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","1990","1990","USD_KG","US dollars per kilogram","0","Units","2015","2015",5.360527,,
"FRA","France","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","1995","1995","USD_KG","US dollars per kilogram","0","Units","2015","2015",5.744085,,
"FRA","France","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2000","2000","USD_KG","US dollars per kilogram","0","Units","2015","2015",6.254453,,
"FRA","France","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2005","2005","USD_KG","US dollars per kilogram","0","Units","2015","2015",6.670688,,
"FRA","France","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2010","2010","USD_KG","US dollars per kilogram","0","Units","2015","2015",7.595745,,
"FRA","France","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2011","2011","USD_KG","US dollars per kilogram","0","Units","2015","2015",8.063725,,
"FRA","France","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2012","2012","USD_KG","US dollars per kilogram","0","Units","2015","2015",7.995283,,
"FRA","France","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2013","2013","USD_KG","US dollars per kilogram","0","Units","2015","2015",8.034307,,
"FRA","France","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2014","2014","USD_KG","US dollars per kilogram","0","Units","2015","2015",8.981905,,
"FRA","France","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2015","2015","USD_KG","US dollars per kilogram","0","Units","2015","2015",8.916715,,
"FRA","France","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2016","2016","USD_KG","US dollars per kilogram","0","Units","2015","2015",8.937079,,
"FRA","France","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2017","2017","USD_KG","US dollars per kilogram","0","Units","2015","2015",9.023862,,
"FRA","France","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2018","2018","USD_KG","US dollars per kilogram","0","Units","2015","2015",9.528031,,
"FRA","France","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2019","2019","USD_KG","US dollars per kilogram","0","Units","2015","2015",9.924482,,
"FRA","France","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2020","2020","USD_KG","US dollars per kilogram","0","Units","2015","2015",10.40668,,
"FRA","France","GPAT_DE_AT","Development of environment-related technologies, % all technologies","1990","1990","PC","Percentage","0","Units",,,5.67,,
"FRA","France","GPAT_DE_AT","Development of environment-related technologies, % all technologies","1995","1995","PC","Percentage","0","Units",,,5.52,,
"FRA","France","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2000","2000","PC","Percentage","0","Units",,,6.15,,
"FRA","France","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2005","2005","PC","Percentage","0","Units",,,8.07,,
"FRA","France","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2010","2010","PC","Percentage","0","Units",,,12.93,,
"FRA","France","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2011","2011","PC","Percentage","0","Units",,,13.68,,
"FRA","France","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2012","2012","PC","Percentage","0","Units",,,14.45,,
"FRA","France","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2013","2013","PC","Percentage","0","Units",,,13.82,,
"FRA","France","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2014","2014","PC","Percentage","0","Units",,,13.42,,
"FRA","France","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2015","2015","PC","Percentage","0","Units",,,13.1,,
"FRA","France","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2016","2016","PC","Percentage","0","Units",,,11.94,,
"FRA","France","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2017","2017","PC","Percentage","0","Units",,,12.37,,
"FRA","France","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2018","2018","PC","Percentage","0","Units",,,12.82,,
"DEU","Germany","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","1990","1990","USD_KG","US dollars per kilogram","0","Units","2015","2015",2.886033,,
"DEU","Germany","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","1995","1995","USD_KG","US dollars per kilogram","0","Units","2015","2015",3.493194,,
"DEU","Germany","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2000","2000","USD_KG","US dollars per kilogram","0","Units","2015","2015",4.043189,,
"DEU","Germany","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2005","2005","USD_KG","US dollars per kilogram","0","Units","2015","2015",4.286269,,
"DEU","Germany","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2010","2010","USD_KG","US dollars per kilogram","0","Units","2015","2015",4.713443,,
"DEU","Germany","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2011","2011","USD_KG","US dollars per kilogram","0","Units","2015","2015",5.083387,,
"DEU","Germany","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2012","2012","USD_KG","US dollars per kilogram","0","Units","2015","2015",5.009438,,
"DEU","Germany","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2013","2013","USD_KG","US dollars per kilogram","0","Units","2015","2015",4.909403,,
"DEU","Germany","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2014","2014","USD_KG","US dollars per kilogram","0","Units","2015","2015",5.299198,,
"DEU","Germany","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2015","2015","USD_KG","US dollars per kilogram","0","Units","2015","2015",5.329813,,
"DEU","Germany","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2016","2016","USD_KG","US dollars per kilogram","0","Units","2015","2015",5.413039,,
"DEU","Germany","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2017","2017","USD_KG","US dollars per kilogram","0","Units","2015","2015",5.679468,,
"DEU","Germany","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2018","2018","USD_KG","US dollars per kilogram","0","Units","2015","2015",5.94223,,
"DEU","Germany","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2019","2019","USD_KG","US dollars per kilogram","0","Units","2015","2015",6.474447,,
"DEU","Germany","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2020","2020","USD_KG","US dollars per kilogram","0","Units","2015","2015",6.799901,,
"DEU","Germany","GPAT_DE_AT","Development of environment-related technologies, % all technologies","1990","1990","PC","Percentage","0","Units",,,8.78,,
"DEU","Germany","GPAT_DE_AT","Development of environment-related technologies, % all technologies","1995","1995","PC","Percentage","0","Units",,,8.47,,
"DEU","Germany","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2000","2000","PC","Percentage","0","Units",,,9.41,,
"DEU","Germany","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2005","2005","PC","Percentage","0","Units",,,9.5,,
"DEU","Germany","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2010","2010","PC","Percentage","0","Units",,,15.17,,
"DEU","Germany","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2011","2011","PC","Percentage","0","Units",,,15.39,,
"DEU","Germany","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2012","2012","PC","Percentage","0","Units",,,14.98,,
"DEU","Germany","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2013","2013","PC","Percentage","0","Units",,,14.02,,
"DEU","Germany","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2014","2014","PC","Percentage","0","Units",,,14,,
"DEU","Germany","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2015","2015","PC","Percentage","0","Units",,,13.47,,
"DEU","Germany","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2016","2016","PC","Percentage","0","Units",,,13.42,,
"DEU","Germany","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2017","2017","PC","Percentage","0","Units",,,13.92,,
"DEU","Germany","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2018","2018","PC","Percentage","0","Units",,,14.29,,
